MNXref	KEGG	BiGG	MetaCyc	ModelSEED	Rhea	EC
MNXR143827						2.4.1.173
MNXR143828						2.4.1.173
MNXR143829						2.4.1.173
MNXR143830						2.4.1.173
MNXR143831						1.7.5.2
MNXR143832						1.10.3.12
MNXR143833						3.2.1
MNXR143834						1.1.1.213
MNXR143835						1.11.2.3
MNXR143836						2.4.1.35
MNXR143837						2.4.1.35
MNXR143838						2.4.1
MNXR143839						1.17.1
MNXR143840						
MNXR143841						
MNXR143842						1.1.1.325
MNXR143843						1.13.11.M5
MNXR143844						2.4.1.301
MNXR143845						
MNXR143846						2.4.1.293
MNXR143847						2.4.1
MNXR143848						2.1.1
MNXR143849						2.4.1.126
MNXR143850						2.4.1.91
MNXR143851						2.4.1.104
MNXR143852						2.4.1.126
MNXR143853						2.4.1
MNXR143854						2.4.1
MNXR143855						2.4.1
MNXR143856						2.4.1
MNXR143857						2.4.1
MNXR143858						2.4.1
MNXR143859						2.4.1
MNXR143860						2.4.1
MNXR143861						2.4.1
MNXR143862						2.4.1
MNXR143863						2.4.1
MNXR143864						2.4.1
MNXR143865						2.4.1.178
MNXR143866						1.14.13.88
MNXR143867						2.4.1
MNXR143868						2.4.1
MNXR143869						2.4.1
MNXR143870						3.2.1.40
MNXR143871						3.2.1;3.2.1.62
MNXR143872						2.4.1
MNXR143873						2.4.1
MNXR143874						2.4.1
MNXR143875						2.4.1
MNXR143876						2.4.1
MNXR143877						2.4.1
MNXR143878						2.4.1
MNXR143879						2.4.1
MNXR143880						2.4.1
MNXR143881						2.4.1
MNXR143882						2.4.1
MNXR143883						2.4.1.91
MNXR143884						2.4.1
MNXR143885						2.4.1
MNXR143886						2.4.1
MNXR143887						2.1.1
MNXR143888						2.1.1
MNXR143889						1.14.11
MNXR143890						2.4.1
MNXR143891						2.4.1
MNXR143892						2.4.1
MNXR143893						2.4.1
MNXR143894						2.4.1
MNXR143895						2.4.1
MNXR143896						2.4.1
MNXR143897						2.4.1
MNXR143898						2.4.1
MNXR143899						2.4.1
MNXR143900						2.4.1
MNXR143901						2.4.1
MNXR143902						2.4.1
MNXR143903						1.11.1
MNXR143904						2.3.1
MNXR143905						2.3.1
MNXR143906						2.3.1
MNXR143907						2.3.1.213
MNXR143908						2.4.1.296
MNXR143909						2.4.1.298
MNXR143910						2.4.1
MNXR143911						2.3.1
MNXR143912						2.3.1
MNXR143913						2.3.1
MNXR143914						2.3.1
MNXR143915						2.4.1
MNXR143916						2.4.1
MNXR143917						1.10.2.2
MNXR143918						2.4.1
MNXR143919						2.4.1
MNXR143920						2.4.1
MNXR143921						2.4.1
MNXR143922						2.4.1
MNXR143923						2.4.1
MNXR143924						3.2.1
MNXR143925						3.2.1
MNXR143926						3.1.3;3.1.3.2;3.1.3.29
MNXR143927						3.1.3.2;3.1.3.31;3.1.3.34
MNXR143928						2.4.1.305
MNXR143929						
MNXR143930						2.4.1.310
MNXR143931						2.1.1
MNXR143932						4.2.2.10
MNXR143933						2.4.1
MNXR143934						2.4.1.315
MNXR143935						2.4.1
MNXR143936						
MNXR143937						4.1.3.3
MNXR143938						2.4.1
MNXR143939						2.3.1.213
MNXR143940						2.3.1.213
MNXR143941						2.4.2
MNXR143942						2.4.1
MNXR143943						1.8.5.d
MNXR143944						2.4.1
MNXR143945						2.4.1
MNXR143946						4.2.1
MNXR143947						2.4.1
MNXR143948						2.4.1
MNXR143949						2.4.1
MNXR143950						2.4.1
MNXR143951						2.4.1
MNXR143952						2.4.1.237
MNXR143953						
MNXR143954						1.1.5.3
MNXR143955						2.2.1
MNXR143956						2.2.1
MNXR143957						3.2.2
MNXR143958						3.1.1
MNXR143959						2.3.1
MNXR143960						1.13.11
MNXR143961						1.11.2.3
MNXR143962						1.14.13
MNXR143963						1.3.1.aa
MNXR143964						1.3.1.aa
MNXR143965						1.14.13
MNXR143966						5.3.3.19
MNXR143967						
MNXR143968						2.4.1
MNXR143969						1.7.5.1
MNXR143970						1.7.2.2
MNXR143971						2.4.1.129
MNXR143972						2.4.1
MNXR143973						2.4.1
MNXR143974						2.1.3
MNXR143975						2.3.1
MNXR143976						2.4.1;2.4.1.85
MNXR143977						2.4.1
MNXR143978						2.4.1.173
MNXR143979						2.3.1.51
MNXR143980						
MNXR143981						2.1.1
MNXR143982						
MNXR143983						2.4.1.338
MNXR143984						4.2.2.n1
MNXR143985						2.4.1.115
MNXR143986						2.4.1.M12
MNXR143987						2.4.1.M12
MNXR143988						2.4.1
MNXR143989						1.3.1.112
MNXR143990						2.1.1
MNXR143991						2.3.1.M28
MNXR143992						1.8.5.c
MNXR143993						2.6.1
MNXR143994						4.2.1
MNXR143995						2.4.1.53
MNXR143996						2.7.8.M1
MNXR143997						2.4.1
MNXR143998						2.4.1
MNXR143999						2.4.1
MNXR144000						2.7.8.M1
MNXR144001						2.7.8.M1
MNXR144002						1.14.14
MNXR144003						3.2.1.198
MNXR144004						1.14.14.as
MNXR144005						2.4.1.195
MNXR144006						3.2.1.147
MNXR144007						2.4.1
MNXR144008						1.8.1
MNXR144009						1.8.1;1.8.1.4
MNXR144010						1.14.14.ar
MNXR144011						5.3.3
MNXR144012						
MNXR144013						
MNXR144014						
MNXR144015						
MNXR144016						1.3.1
MNXR144017						3.2.2
MNXR144018						
MNXR144019						
MNXR144020						2.4.1
MNXR144021						2.4.1
MNXR144022						2.4.1
MNXR144023						2.4.1
MNXR144024						2.4.1
MNXR144025						2.4.1
MNXR144026						2.4.1
MNXR144027						2.4.1
MNXR144028						2.4.1
MNXR144029						2.4.1
MNXR144030						2.4.1
MNXR144031						2.4.1
MNXR144032						2.4.1
MNXR144033						
MNXR144034						2.1.1
MNXR144035						2.1.1
MNXR144036						
MNXR144037						1.14.11
MNXR144038						4.1.1.M8
MNXR144039						3.7.1
MNXR144040						
MNXR144041						2.4.1.202
MNXR144042						2.4.1
MNXR144043						2.4.1
MNXR144044						2.4.1
MNXR144045						2.4.1
MNXR144046						1.3
MNXR144047						1.14.13
MNXR144048						
MNXR144049						1.14.13
MNXR144050						1.14.13
MNXR144051						2.4.1.186
MNXR144052						2.4.1.11
MNXR144053						2.4.1.185
MNXR144054						1.14.13
MNXR144055						1.1.1
MNXR144056						2.4.1.80
MNXR144057						4.2.1.96
MNXR144058						1.1.99.29
MNXR144059						2.4.1
MNXR144060						2.4.1
MNXR144061						2.4.1
MNXR144062						2.4.1
MNXR144063						2.4.1
MNXR144064						2.4.1
MNXR144065						1.14.99
MNXR144066						1.13.99;1.14.99
MNXR144067						2.3.1
MNXR144068						2.4.1.298
MNXR144069						2.3.1
MNXR144070						2.4.1.237
MNXR144071						2.4.1
MNXR144072						2.4.1
MNXR144073						2.4.1
MNXR144074						2.4.1
MNXR144075						2.4.1
MNXR144076						2.4.1
MNXR144077						2.4.1.239
MNXR144078						2.4.1.240
MNXR144079						2.4.1
MNXR144080						2.4.1
MNXR144081						3.2.2
MNXR144082						2.4.1
MNXR144083						4.2.3
MNXR144084						4.2.3
MNXR144085						1
MNXR144086						1
MNXR144087						2.3.1
MNXR144088						2.3.1
MNXR144089						2.3.1
MNXR144090						
MNXR144091						2.4.1
MNXR144092						4.4.1.4
MNXR144093						1.8.3
MNXR144094						5.3.99.M1
MNXR144095						2.1.1
MNXR144096						2.4.1
MNXR144097						2.4.1
MNXR144098						2.4.1
MNXR144099						2.4.1
MNXR144100						2.4.1
MNXR144101						2.4.1
MNXR144102						2.4.1
MNXR144103						2.4.1
MNXR144104						2.4.1
MNXR144105						2.4.1
MNXR144106						2.4.1
MNXR144107						2.4.1
MNXR144108						2.4.1
MNXR144109						2.4.1
MNXR144110						2.4.1
MNXR144111						
MNXR144112						
MNXR144113						
MNXR144114						
MNXR144115						
MNXR144116						2.4.1;2.4.1.111
MNXR144117						2.4.1
MNXR144118						2.4.1
MNXR144119						3.1.2.14
MNXR144120						
MNXR144121						2.4.1
MNXR144122						1.1.1
MNXR144123						2.4.1.63
MNXR144124						
MNXR144125						2.4.1
MNXR144126						2.4.1
MNXR144127						2.4.1
MNXR144128						2.4.1
MNXR144129						2.4.1
MNXR144130						2.4.1
MNXR144131						2.4.1
MNXR144132						
MNXR144133						
MNXR144134						3.1.3.29
MNXR144135						1.7.5.1
MNXR144136						2.4.1.73
MNXR144137						3.5.1.28
MNXR144138						
MNXR144139						1.12.99.6
MNXR144140						1.7.2.3
MNXR144141						1.6.5
MNXR144142						1.3.5.3
MNXR144143						1.3.5.2
MNXR144144						
MNXR144145						6.2.1.3
MNXR144146						2.4.1
MNXR144147						
MNXR144148						2.4.1
MNXR144149						1.14.13
MNXR144150						
MNXR144151						
MNXR144152						
MNXR144153						
MNXR144154						
MNXR144155						3.3.2
MNXR144156						
MNXR144157						1.1.5.4
MNXR144158						2.4.1
MNXR144159						2.8.1
MNXR144160						
MNXR144161						2.4.1.195
MNXR144162						2.4.1.195
MNXR144163						2.4.1.195
MNXR144164						2.4.1.195
MNXR144165						2.4.1.195
MNXR144166						2.4.1
MNXR144167						2.4.1
MNXR144168						2.4.1.13
MNXR144169						2.4.1.52
MNXR144170						2.7.8.M1
MNXR144171						3.1.3.5
MNXR144172						2.7.6.1
MNXR144173						
MNXR144174						3.6.3.44
MNXR144175						
MNXR144176						
MNXR144177						3.1.3.4
MNXR144178						
MNXR144179						3.1.3.64
MNXR144180						3.1.3.36
MNXR144181						
MNXR144182						
MNXR144183						
MNXR144184						
MNXR144185						
MNXR144186						
MNXR144187						
MNXR144188						
MNXR144189						6.3.2.17
MNXR144190						3.1.3.67
MNXR144191						3.1.3.48
MNXR144192						6.3.2.17
MNXR144193						6.3.4.3
MNXR144194						
MNXR144195						
MNXR144196						
MNXR144197						3.6.3.33
MNXR144198						
MNXR144199						3.6.1.43
MNXR144200						2.4.1.117
MNXR144201						3.6.3.23
MNXR144202						
MNXR144203						
MNXR144204						
MNXR144205						
MNXR144206						
MNXR144207						2.7.1.52
MNXR144208						6.3.3.2
MNXR144209						3.1.3.11
MNXR144210						1.3.5.2;1.3.99.11
MNXR144211						6.3.3.1
MNXR144212						6.3.4.13
MNXR144213						
MNXR144214						3.6.3.1
MNXR144215						3.6.3.1
MNXR144216						
MNXR144217						3.1.3.5
MNXR144218						3.1.3.5
MNXR144219						3.1.3.5
MNXR144220						2.4.2.1
MNXR144221						2.4.2.1
MNXR144222						2.3.2.4
MNXR144223						
MNXR144224						4.2.3.12
MNXR144225						1.6.5.3
MNXR144226						2.4.1.80
MNXR144227						2.7.1.154
MNXR144228						3.1.3.67
MNXR144229						3.1.3.66
MNXR144230						3.6.1.52
MNXR144231						3.6.1.52
MNXR144232						3.6.1.52
MNXR144233						3.6.1.52
MNXR144234						1.14.17.1
MNXR144235						
MNXR144236						
MNXR144237						
MNXR144238						
MNXR144239						3.1.3.29
MNXR144240						
MNXR144241						
MNXR144242						1.14.16.5
MNXR144243						2.4.2.3
MNXR144244						3.1.3.48
MNXR144245						3.6.3.10
MNXR144246						
MNXR144247						2.4
MNXR144248						
MNXR144249						
MNXR144250						2.4.2
MNXR144251						6.3.4.5
MNXR144252						4.3.2.1
MNXR144253						
MNXR144254						
MNXR144255						
MNXR144256						
MNXR144257						
MNXR144258						
MNXR144259						
MNXR144260						
MNXR144261						3.6.3.44
MNXR144262						2.4.1.15
MNXR144263						2.7.1.25
MNXR144264						4.2.3.5
MNXR144265						4.2.3.4
MNXR144266						2.4.1.80
MNXR144267						2.4.1.66
MNXR144268						2.4.1.52
MNXR144269						2.4.1.11
MNXR144270						2.4.1.208
MNXR144271						2.4.1.183
MNXR144272						
MNXR144273						
MNXR144274						
MNXR144275						2.4.1.263
MNXR144276						
MNXR144277						2.4.1.293
MNXR144278						
MNXR144279						1.14.16.5
MNXR144280						2.3.1.260
MNXR144281						2.4.1.315
MNXR144282						2.4.1.315
MNXR144283						
MNXR144284						1.1.1.51
MNXR144285						1.1.1;1.1.1.239;1.1.1.62
MNXR144286						
MNXR144287						
MNXR144288						
MNXR144289						
MNXR144290						
MNXR144291						
MNXR144292						
MNXR144293						
MNXR144294						3.5.1.11
MNXR144295						3.5.1.11
MNXR144296						3.1.1.1
MNXR144297						3.5.1.11
MNXR144298						3.5.1.11
MNXR144299						3.5.1.11
MNXR144300						3.5.1.11
MNXR144301						2.7.1.69
MNXR144302						3.4.11.4
MNXR144303						1.1.1.188;1.6.5
MNXR144304						1.1.1.37
MNXR144305						2.4.1.173
MNXR144306						2.4.1.173
MNXR144307						2.4.1.173
MNXR144308						2.4.1.173
MNXR144309						2.4.1.173
MNXR144310						2.4.1.173
MNXR144311						2.4.1.173
MNXR144312						2.4.1.173
MNXR144313						3.2.1.18
MNXR144314						2.4.1.173
MNXR144315						2.4.1.173
MNXR144316						2.4.1.173
MNXR144317						1.3.5.2
MNXR144318						3.2.1.103
MNXR144319						3.2.1.103
MNXR144320						3.2.1.103
MNXR144321						3.2.1.73
MNXR144322						1.3.5.2
MNXR144323						1.3.5.2
MNXR144324						4.1.2.13
MNXR144325						2.2.1.1
MNXR144326						3.4.11
MNXR144327						2.4.1.111
MNXR144328						2.7.1.95
MNXR144329						2.7.1.95
MNXR144330						5.4.2.2
MNXR144331						2.8.3.9
MNXR144332						2.8.3.9
MNXR144333						1.1.1.205
MNXR144334						1.1.1.122
MNXR144335						2.6.1.15;2.6.1.7
MNXR144336						2.3.1
MNXR144337						2.7.1
MNXR144338						2.7.1
MNXR144339						3.2.2.6
MNXR144340						3.4.16.4
MNXR144341						2.3.1
MNXR144342						1.3.5.1
MNXR144343						1.3.5.1
MNXR144344						1.6.99.5
MNXR144345						1.1.1.184;1.6.99.5
MNXR144346						1.6.99.5
MNXR144347						3.2.1.15
MNXR144348						3.2.1.15
MNXR144349						2.7.1.6
MNXR144350						1.1.1.239
MNXR144351						1.1.1.213;1.1.1.50
MNXR144352						2.7.1.69
MNXR144353						
MNXR144354						4.3.1.24
MNXR144355						3.4.14.1
MNXR144356						3.4.11.19
MNXR144357						2.5.1.31
MNXR144358						2.7.1.3
MNXR144359						1.1.1.137
MNXR144360						2.7.1.106
MNXR144361						2.7.1.106
MNXR144362						2.6.1.49
MNXR144363						2.5.1.31
MNXR144364						2.5.1.31
MNXR144365						2.5.1.31
MNXR144366						2.5.1.31
MNXR144367						1.17.4.2
MNXR144368						1.17.4.2
MNXR144369						1.14.12.17
MNXR144370						1.17.4.2
MNXR144371						1.17.4.2
MNXR144372						4.2.2
MNXR144373						3.1.1.1
MNXR144374						2.7.4.3
MNXR144375						1.1.1.116
MNXR144376						1.4.3.21
MNXR144377						3.1.2;3.1.2.20
MNXR144378						1
MNXR144379						2.7.7.4
MNXR144380						2.4.1.85
MNXR144381						2.4.1.35
MNXR144382						2.4.1.35
MNXR144383						2.4.1.35
MNXR144384						2.4.1.35
MNXR144385						2.4.1.118
MNXR144386						2.4.1.118
MNXR144387						2.4.1.118
MNXR144388						2.4.1.118
MNXR144389						2.4.1.121
MNXR144390						2.4.1.121
MNXR144391						2.4.1.121
MNXR144392						1.6.5
MNXR144393						3.1.3.91
MNXR144394						2.7.1.106
MNXR144395						2.7.1.106
MNXR144396						2.4.1.85
MNXR144397						2.4.1.85
MNXR144398						2.4.1.85
MNXR144399						2.4.1.85
MNXR144400						2.4.1.85
MNXR144401						2.4.1.85
MNXR144402						2.4.1.85
MNXR144403						2.4.1.187
MNXR144404						2.4.1.187
MNXR144405						2.4.1.187
MNXR144406						2.4.1.187
MNXR144407						2.4.1.187
MNXR144408						3.1.1.1
MNXR144409						3.2.1.74
MNXR144410						3.2.1.73
MNXR144411						3.4.21.62
MNXR144412						2.4.1.13
MNXR144413						2.4.1.13
MNXR144414						3.1.2
MNXR144415						2.7.6.1
MNXR144416						2.7.6.1
MNXR144417						2.7.6.1
MNXR144418						2.7.7.19
MNXR144419						2.6.1.7
MNXR144420						2.7.2.10;2.7.2.3
MNXR144421						2.7.1.106;5.4.2.2
MNXR144422						2.7.1.95
MNXR144423						3.2.1.15
MNXR144424						2.7.1.63
MNXR144425						3.1.1.11
MNXR144426						2.3.1.71
MNXR144427						2.7.7.37;2.7.7.64
MNXR144428						2.4.1.50
MNXR144429						2.5.1.41
MNXR144430						5.4.2.4
MNXR144431						1.10.2.2
MNXR144432						1.6.5.3;1.6.5.9;1.6.99.3
MNXR144433						1.4.3.3
MNXR144434						1.1.99.31
MNXR144435						1.1.99.31
MNXR144436						1.4.9.1
MNXR144437						1.3.1.98
MNXR144438						1.3.1.98
MNXR144439						1.3.1.98
MNXR144440						2.7.1.1;2.7.1.2
MNXR144441						1.14.17.1
MNXR144442						1.14.17.1
MNXR144443						1.2.1.12
MNXR144444						2.5.1.54;2.5.1.55
MNXR144445						2.7.2.3
MNXR144446						2.7.2.3
MNXR144447						2.7.2.3
MNXR144448						2.7.2.3
MNXR144449						2.7.2.3
MNXR144450						2.7.2.3
MNXR144451						2.7.2.3
MNXR144452						2.7.2.3
MNXR144453						2.7.2.3
MNXR144454						2.4.1.38
MNXR144455						1.3.3.10
MNXR144456						1.3.5.2
MNXR144457						2.7.1.95
MNXR144458						1.2.1.36;1.2.1.5
MNXR144459						2.7.2.10;2.7.2.3
MNXR144460						1.2.1.5
MNXR144461						1.1.1.21
MNXR144462						3.1.27.3
MNXR144463						1.1.1.21
MNXR144464						1.3.5.1
MNXR144465						3.6.1.13
MNXR144466						3.6.1.13
MNXR144467						1.1.1.12
MNXR144468						1.1.3.15
MNXR144469						1.1.3.15
MNXR144470						1.14.16.1
MNXR144471						2.8.2.1;2.8.2.3
MNXR144472						3.5.1.14
MNXR144473						2.7.2.3
MNXR144474						1.1.2.3
MNXR144475						3.5.1.91
MNXR144476						2.4.1.14
MNXR144477						2.4.1.203
MNXR144478						2.7.1.1
MNXR144479						2.5.1.15
MNXR144480						1.1.1.153
MNXR144481						6.3.2.4
MNXR144482						6.2.1.1
MNXR144483						6.3.2.4
MNXR144484						2.7.2.3
MNXR144485						2.7.2.3
MNXR144486						2.7.2.3
MNXR144487						2.7.2.3
MNXR144488						2.7.1.69
MNXR144489						3.2.1.161;3.2.1.21;3.2.1.23;3.2.1.25;3.2.1.37;3.2.1.45;3.2.1.58;3.2.1.74
MNXR144490						3.1.1.1
MNXR144491						3.1.3.23
MNXR144492						3.1.3.23
MNXR144493						1.14.13.39
MNXR144494						
MNXR144495						1.13.11.18
MNXR144496						
MNXR144497						1.5.1.3
MNXR144498						1.5.1.3
MNXR144499						1.5.1.3
MNXR144500						1.5.1.3
MNXR144501						1.5.1.6
MNXR144502						6.3.2.17
MNXR144503						3.5.4.9;6.3.4.3
MNXR144504						3.5.1.10
MNXR144505						2.1.2.1
MNXR144506						2.1.1.13;2.1.1.14
MNXR144507						2.8.1.6
MNXR144508						2.1.2.10
MNXR144509						2.1.2.7
MNXR144510						2.1.2.11
MNXR144511						3.5.1.32
MNXR144512						2.1.2.8
MNXR144513						2.1.2.5
MNXR144514						
MNXR144515						2.1.1.19
MNXR144516						2.1.2.4
MNXR144517						2.1.2.5
MNXR144518						2.4.1.50
MNXR144519						2.3.1.101
MNXR144520						2.3.1.130
MNXR144521						2.4.1.159
MNXR144522						1.5.4.1
MNXR144523						2.3.1.142
MNXR144524						
MNXR144525						3.2.1.147
MNXR144526						5.5.1.7
MNXR144527						2.1.2.2
MNXR144528						2.1.2.2
MNXR144529						2.1.1.86
MNXR144530						
MNXR144531						4.3.2.2
MNXR144532						2.1.2.3
MNXR144533						6.3.2.6
MNXR144534						3.5.4.8
MNXR144535						3.2.1.31
MNXR144536						2.1.1.116
MNXR144537						
MNXR144538						
MNXR144539						2.4.1.91
MNXR144540						2.1.1.148
MNXR144541						2.2.1.1
MNXR144542						1.1.1.104
MNXR144543						2.1.1.46
MNXR144544						1.13.11.55
MNXR144545						
MNXR144546						2.3.1.51
MNXR144547						
MNXR144548						
MNXR144549						
MNXR144550						
MNXR144551						
MNXR144552						
MNXR144553						2.3.1.15
MNXR144554						
MNXR144555						3.1.3.27
MNXR144556						2.7.7.41
MNXR144557						4.1.1.65
MNXR144558						2.7.8.8
MNXR144559						
MNXR144560						
MNXR144561						
MNXR144562						
MNXR144563						
MNXR144564						
MNXR144565						
MNXR144566						
MNXR144567						
MNXR144568						
MNXR144569						2.4.1.11;2.4.1.12;2.4.1.183;2.4.1.34
MNXR144570						2.8.1.6
MNXR144571						1.4.99.1
MNXR144572						1.7.99.4
MNXR144573						1.6.5.3
MNXR144574						2.1.1.114
MNXR144575						
MNXR144576						3.1.1.11
MNXR144577						4.4.1.17
MNXR144578						
MNXR144579						
MNXR144580						
MNXR144581						2.4.1.78
MNXR144582						1.14.11.4
MNXR144583						1.14.99.20
MNXR144584						2.4.1.35
MNXR144585						2.1.1.74
MNXR144586						
MNXR144587						2.5.1.20
MNXR144588						2.1.2.9
MNXR144589						1.21.99.1
MNXR144590						2.1.2.10
MNXR144591						3.4.19.9
MNXR144592						1.5.5.1
MNXR144593						
MNXR144594						2.4.1.129
MNXR144595						2.6.1.27
MNXR144596						2.4.1.132
MNXR144597						2.1.1.64
MNXR144598						1.1.5.2
MNXR144599						
MNXR144600						
MNXR144601						
MNXR144602						
MNXR144603						1.2.4.4
MNXR144604						
MNXR144605						
MNXR144606						
MNXR144607						1.14.13.89
MNXR144608						1.3.1.45
MNXR144609						1.3.1.45
MNXR144610						2.8.1.8
MNXR144611						
MNXR144612						1.17.3.2
MNXR144613						
MNXR144614						2.8.1.6
MNXR144615						
MNXR144616						
MNXR144617						
MNXR144618						
MNXR144619						
MNXR144620						
MNXR144621						
MNXR144622						
MNXR144623						
MNXR144624						3.2.2.14
MNXR144625						
MNXR144626						
MNXR144627						
MNXR144628						
MNXR144629						2.4.1.11
MNXR144630						2.4.1.11
MNXR144631						2.4.1.34
MNXR144632						
MNXR144633						2.1.2.10
MNXR144634						2.8.1.6
MNXR144635						2.1.1.16
MNXR144636						2.7.8.11
