MNXref	KEGG	BiGG	MetaCyc	ModelSEED	Rhea	EC
MNXR142259				rxn07430		1.2.4.4
MNXR142260				rxn07431		1.2.4.4
MNXR142261				rxn07432		1.2.4.4
MNXR142263				rxn07434		1.2.4.4
MNXR142264				rxn07435		1.2.4.4
MNXR142268				rxn07553		
MNXR142273				rxn07630		5.3.3.10
MNXR142282				rxn07739		
MNXR142283				rxn07796		
MNXR142284				rxn07797		
MNXR142285				rxn07827		
MNXR142286				rxn07829		
MNXR142288				rxn07855		
MNXR142289				rxn07859		
MNXR142300				rxn08341		5.1.99.d
MNXR142336				rxn09023		
MNXR142337				rxn09024		
MNXR142346				rxn09526		1.10.2.2
MNXR142347				rxn09527		1.9.3.1
MNXR142358				rxn09737		
MNXR142367				rxn10044		1.10.2.2
MNXR142378				rxn10491		
MNXR142379				rxn10504		
MNXR142380				rxn10505		
MNXR142381				rxn10506		
MNXR142386				rxn10606		
MNXR142397				rxn11025		1.2.1.13;1.2.1.59;1.2.1.9
MNXR142398				rxn11029		
MNXR142400				rxn11052		2.7.2.10;2.7.2.3
MNXR142402				rxn11090		1.2.1.12;1.2.1.13;1.2.1.9
MNXR142421				rxn11328		
MNXR142434				rxn11667		
MNXR142438				rxn11707		
MNXR142449				rxn11942		
MNXR142453				rxn11995		1.10.99.1
MNXR142488				rxn12599		
MNXR142491				rxn12745		1.1.99.8
MNXR142492				rxn12750		1.10.2.2
MNXR142495				rxn12853		
MNXR142496				rxn12878		
MNXR142497				rxn12892		
MNXR142498				rxn12893		
MNXR142499				rxn12898		
MNXR142503				rxn12935		
MNXR142504				rxn12952		
MNXR142505				rxn12953		
MNXR142509				rxn13003		
MNXR142510				rxn13004		
MNXR142515				rxn13036		
MNXR142516				rxn13037		
MNXR142518				rxn13075		
MNXR142519				rxn13077		
MNXR142520				rxn13083		
MNXR142521				rxn13107		
MNXR142527				rxn13167		
MNXR142528				rxn13168		
MNXR142530				rxn13246		
MNXR142533				rxn13386		
MNXR142534				rxn13387		
MNXR142537				rxn13687		1.11.1.5
MNXR142538				rxn13689		1.10.2.2
MNXR142541				rxn13723		
MNXR142542				rxn13724		
MNXR142556				rxn13839		
MNXR142592				rxn14195		
MNXR142595				rxn14207		1.1.99.8
MNXR142597				rxn14221		3.2.1.78
MNXR142598				rxn14231		
MNXR142601				rxn14288		2.4.2.20
MNXR142607				rxn14396		1.5.7.1
MNXR142608						
MNXR142609						1.1.1.-
MNXR142610						
MNXR142611						
MNXR142612						
MNXR142613						
MNXR142614						
MNXR142615						
MNXR142616						
MNXR142617						
MNXR142618						5.3.3.10
MNXR142619						
MNXR142620						3.2.1.28
MNXR142621						
MNXR142622						
MNXR142623						
MNXR142624						
MNXR142625						
MNXR142626						
MNXR142627						
MNXR142628						
MNXR142629						
MNXR142630						
MNXR142631						
MNXR142632						
MNXR142633						
MNXR142634						
MNXR142635						
MNXR142636						
MNXR142637						
MNXR142638						
MNXR142639						
MNXR142640						
MNXR142641						
MNXR142642						
MNXR142643						
MNXR142644						
MNXR142645						
MNXR142646						
MNXR142647						
MNXR142648						
MNXR142649						
MNXR142650						
MNXR142651						
MNXR142652						
MNXR142653						
MNXR142654						
MNXR142655						
MNXR142656						
MNXR142657						
MNXR142658						
MNXR142659						
MNXR142660						
MNXR142661						
MNXR142662						
MNXR142663						
MNXR142664						
MNXR142665						
MNXR142666						
MNXR142667						
MNXR142668						
MNXR142669						
MNXR142670						
MNXR142671						
MNXR142672						
MNXR142673						3.2.1.21
MNXR142674						
MNXR142675						
MNXR142676						
MNXR142677						
MNXR142678						
MNXR142679						
MNXR142680						
MNXR142681						
MNXR142682						
MNXR142683						
MNXR142684						
MNXR142685						
MNXR142686						
MNXR142687						
MNXR142688						
MNXR142689						
MNXR142690						
MNXR142691						
MNXR142692						
MNXR142693						
MNXR142694						
MNXR142695						
MNXR142696						
MNXR142697						
MNXR142698						
MNXR142699						
MNXR142700						
MNXR142701						
MNXR142702						
MNXR142703						
MNXR142704						
MNXR142705						
MNXR142706						
MNXR142707						
MNXR142708						
MNXR142709						
MNXR142710						
MNXR142711						
MNXR142712						
MNXR142713						
MNXR142714						4.1.99.18
MNXR142715						
MNXR142716						
MNXR142717						
MNXR142718						
MNXR142719						
MNXR142720						
MNXR142721						
MNXR142722						
MNXR142723						
MNXR142724						
MNXR142725						
MNXR142726						
MNXR142727						
MNXR142728						
MNXR142729						
MNXR142730						
MNXR142731						
MNXR142732						
MNXR142733						
MNXR142734						
MNXR142735						
MNXR142736						
MNXR142737						
MNXR142738						
MNXR142739						
MNXR142740						
MNXR142741						
MNXR142742						
MNXR142743						
MNXR142744						
MNXR142745						
MNXR142746						
MNXR142747						
MNXR142748						
MNXR142749						
MNXR142750						
MNXR142751						
MNXR142752						
MNXR142753						
MNXR142754						
MNXR142755						
MNXR142756						
MNXR142757						
MNXR142758						
MNXR142759						
MNXR142760						
MNXR142761						
MNXR142762						
MNXR142763						
MNXR142764						
MNXR142765						
MNXR142766						
MNXR142767						
MNXR142768						
MNXR142769						
MNXR142770						
MNXR142771						
MNXR142772						
MNXR142773						
MNXR142774						
MNXR142775						
MNXR142776						
MNXR142777						
MNXR142778						
MNXR142779						
MNXR142780						
MNXR142781						
MNXR142782						
MNXR142783						
MNXR142784						
MNXR142785						
MNXR142786						
MNXR142787						
MNXR142788						
MNXR142789						
MNXR142790						
MNXR142791						
MNXR142792						
MNXR142793						
MNXR142794						
MNXR142795						
MNXR142796						
MNXR142797						
MNXR142798						
MNXR142799						
MNXR142800						
MNXR142801						
MNXR142802						
MNXR142803						
MNXR142804						
MNXR142805						
MNXR142806						
MNXR142807						
MNXR142808						
MNXR142809						
MNXR142810						
MNXR142811						
MNXR142812						
MNXR142813						
MNXR142814						
MNXR142815						
MNXR142816						
MNXR142817						
MNXR142818						
MNXR142819						
MNXR142820						
MNXR142821						
MNXR142822						
MNXR142823						
MNXR142824						
MNXR142825						
MNXR142826						
MNXR142827						
MNXR142828						
MNXR142829						
MNXR142830						
MNXR142831						
MNXR142832						
MNXR142833						
MNXR142834						
MNXR142835						2.4.1.173
MNXR142836						
MNXR142837						
MNXR142838						
MNXR142839						
MNXR142840						
MNXR142841						
MNXR142842						
MNXR142843						
MNXR142844						
MNXR142845						
MNXR142846						
MNXR142847						
MNXR142848						
MNXR142849						
MNXR142850						
MNXR142851						
MNXR142852						
MNXR142853						
MNXR142854						
MNXR142855						
MNXR142856						
MNXR142857						
MNXR142858						
MNXR142859						
MNXR142860						
MNXR142861						
MNXR142862						
MNXR142863						
MNXR142864						
MNXR142865						
MNXR142866						
MNXR142867						
MNXR142868						
MNXR142869						
MNXR142870						
MNXR142871						
MNXR142872						
MNXR142873						
MNXR142874						
MNXR142875						
MNXR142876						
MNXR142877						
MNXR142878						
MNXR142879						
MNXR142880						
MNXR142881						
MNXR142882						
MNXR142883						
MNXR142884						
MNXR142885						
MNXR142886						
MNXR142887						
MNXR142888						
MNXR142889						
MNXR142890						
MNXR142891						
MNXR142892						
MNXR142893						
MNXR142894						
MNXR142895						
MNXR142896						
MNXR142897						
MNXR142898						
MNXR142899						
MNXR142900						
MNXR142901						
MNXR142902						
MNXR142903						
MNXR142904						
MNXR142905						
MNXR142906						
MNXR142907						
MNXR142908						
MNXR142909						
MNXR142910						
MNXR142911						
MNXR142912						
MNXR142913						
MNXR142914						
MNXR142915						
MNXR142916						
MNXR142917						
MNXR142918						
MNXR142919						
MNXR142920						
MNXR142921						
MNXR142922						
MNXR142923						
MNXR142924						
MNXR142925						
MNXR142926						
MNXR142927						
MNXR142928						
MNXR142929						
MNXR142930						
MNXR142931						
MNXR142932						
MNXR142933						
MNXR142934						
MNXR142935						
MNXR142936						
MNXR142937						
MNXR142938						
MNXR142939						
MNXR142940						
MNXR142941						
MNXR142942						
MNXR142943						
MNXR142944						
MNXR142945						
MNXR142946						
MNXR142947						
MNXR142948						
MNXR142949						
MNXR142950						
MNXR142951						
MNXR142952						
MNXR142953						
MNXR142954						
MNXR142955						
MNXR142956						
MNXR142957						
MNXR142958						
MNXR142959						
MNXR142960						
MNXR142961						
MNXR142962						
MNXR142963						
MNXR142964						
MNXR142965						
MNXR142966						
MNXR142967						
MNXR142968						
MNXR142969						
MNXR142970						
MNXR142971						
MNXR142972						
MNXR142973						
MNXR142974						
MNXR142975						
MNXR142976						
MNXR142977						
MNXR142978						
MNXR142979						
MNXR142980						
MNXR142981						
MNXR142982						
MNXR142983						
MNXR142984						
MNXR142985						
MNXR142986						
MNXR142987						
MNXR142988						
MNXR142989						
MNXR142990						
MNXR142991						
MNXR142992						
MNXR142993						
MNXR142994						
MNXR142995						
MNXR142996						
MNXR142997						
MNXR142998						
MNXR142999						
MNXR143000						
MNXR143001						
MNXR143002						
MNXR143003						
MNXR143004						
MNXR143005						
MNXR143006						
MNXR143007						
MNXR143008						
MNXR143009						
MNXR143010						
MNXR143011						
MNXR143012						
MNXR143013						
MNXR143014						
MNXR143015						
MNXR143016						
MNXR143017						
MNXR143018						
MNXR143019						
MNXR143020						
MNXR143021						
MNXR143022						
MNXR143023						
MNXR143024						
MNXR143025						
MNXR143026						
MNXR143027						
MNXR143028						
MNXR143029						
MNXR143030						
MNXR143031						
MNXR143032						
MNXR143033						
MNXR143034						
MNXR143035						
MNXR143036						
MNXR143037						
MNXR143038						
MNXR143039						
MNXR143040						
MNXR143041						
MNXR143042						
MNXR143043						
MNXR143044						
MNXR143045						
MNXR143046						
MNXR143047						
MNXR143048						
MNXR143049						
MNXR143050						
MNXR143051						
MNXR143052						
MNXR143053						
MNXR143054						
MNXR143055						
MNXR143056						
MNXR143057						
MNXR143058						
MNXR143059						
MNXR143060						
MNXR143061						
MNXR143062						
MNXR143063						
MNXR143064						
MNXR143065						
MNXR143066						
MNXR143067						
MNXR143068						
MNXR143069						
MNXR143070						
MNXR143071						
MNXR143072						
MNXR143073						
MNXR143074						
MNXR143075						
MNXR143076						
MNXR143077						
MNXR143078						
MNXR143079						
MNXR143080						
MNXR143081						
MNXR143082						
MNXR143083						
MNXR143084						
MNXR143085						
MNXR143086						
MNXR143087						
MNXR143088						
MNXR143089						
MNXR143090						
MNXR143091						
MNXR143092						
MNXR143093						
MNXR143094						
MNXR143095						
MNXR143096						
MNXR143097						
MNXR143098						
MNXR143099						
MNXR143100						
MNXR143101						
MNXR143102						
MNXR143103						
MNXR143104						
MNXR143105						
MNXR143106						
MNXR143107						2.7.1.52
MNXR143108						2.5.1.15
MNXR143109						6.3.2.17
MNXR143110						
MNXR143111						
MNXR143112						
MNXR143113						
MNXR143114						
MNXR143115						
MNXR143116						
MNXR143117						
MNXR143118						
MNXR143119						
MNXR143120						
MNXR143121						2.7.7.64;2.7.7.9
MNXR143122						
MNXR143123						
MNXR143124						
MNXR143125						
MNXR143126						
MNXR143127						
MNXR143128						
MNXR143129						2.3.1.79
MNXR143130						
MNXR143131						
MNXR143132						
MNXR143133						
MNXR143134						
MNXR143135						
MNXR143136						
MNXR143137						
MNXR143138						
MNXR143139						
MNXR143140						
MNXR143141						
MNXR143142						
MNXR143143						6.3.1.2
MNXR143144						
MNXR143145						3.4.11.2;3.4.13
MNXR143146						
MNXR143147						
MNXR143148						
MNXR143149						
MNXR143150						
MNXR143151						
MNXR143152						
MNXR143153						
MNXR143154						
MNXR143155						
MNXR143156						
MNXR143157						
MNXR143158						
MNXR143159						
MNXR143160						
MNXR143161						
MNXR143162						
MNXR143163						
MNXR143164						2.7.1.49
MNXR143165						
MNXR143166						
MNXR143167						
MNXR143168						
MNXR143169						
MNXR143170						
MNXR143171						
MNXR143172						
MNXR143173						
MNXR143174						
MNXR143175						
MNXR143176						
MNXR143177						
MNXR143178						
MNXR143179						
MNXR143180						
MNXR143181						
MNXR143182						
MNXR143183						
MNXR143184						
MNXR143185						
MNXR143186						
MNXR143187						
MNXR143188						
MNXR143189						
MNXR143190						
MNXR143191						
MNXR143192						
MNXR143193						
MNXR143194						
MNXR143195						
MNXR143196						
MNXR143197						
MNXR143198						
MNXR143199						
MNXR143200						
MNXR143201						
MNXR143202						
MNXR143203						
MNXR143204						
MNXR143205						
MNXR143206						3.4.16.4
MNXR143207						3.4.16.4
MNXR143208						3.4.16.4
MNXR143209						3.4.16.4
MNXR143210						
MNXR143211						
MNXR143212						
MNXR143213						
MNXR143214						
MNXR143215						
MNXR143216						
MNXR143217						
MNXR143218						
MNXR143219						
MNXR143220						
MNXR143221						
MNXR143222						
MNXR143223						
MNXR143224						
MNXR143225						
MNXR143226						
MNXR143227						
MNXR143228						
MNXR143229						
MNXR143230						
MNXR143231						
MNXR143232						
MNXR143233						
MNXR143234						
MNXR143235						
MNXR143236						
MNXR143237						3.4.17.13
MNXR143238						3.4.17.13
MNXR143239						3.4.17.13
MNXR143240						3.4.17.13
MNXR143241						3.4.17.13
MNXR143242						
MNXR143243						
MNXR143244						
MNXR143245						
MNXR143246						
MNXR143247						
MNXR143248						
MNXR143249						
MNXR143250						
MNXR143251						
MNXR143252						
MNXR143253						
MNXR143254						
MNXR143255						
MNXR143256						
MNXR143257						
MNXR143258						
MNXR143259						
MNXR143260						4.2.1.-
MNXR143261						
MNXR143262						
MNXR143263						
MNXR143264						
MNXR143265						
MNXR143266						
MNXR143267						
MNXR143268						
MNXR143269						
MNXR143270						2.7.8.1
MNXR143271						
MNXR143272						
MNXR143273						2.4.1.52
MNXR143274						
MNXR143275						
MNXR143276						3.1.3.27
MNXR143277						
MNXR143278						
MNXR143279						
MNXR143280						
MNXR143281						
MNXR143282						
MNXR143283						
MNXR143284						
MNXR143285						
MNXR143286						
MNXR143287						
MNXR143288						
MNXR143289						
MNXR143290						
MNXR143291						
MNXR143292						
MNXR143293						
MNXR143294						
MNXR143295						
MNXR143296						
MNXR143297						
MNXR143298						
MNXR143299						
MNXR143300						
MNXR143301						
MNXR143302						
MNXR143303						
MNXR143304						
MNXR143305						2.7.4.7
MNXR143306						
MNXR143307						
MNXR143308						
MNXR143309						
MNXR143310						
MNXR143311						
MNXR143312						
MNXR143313						
MNXR143314						
MNXR143315						
MNXR143316						
MNXR143317						
MNXR143318						
MNXR143319						
MNXR143320						
MNXR143321						
MNXR143322						
MNXR143323						4.1.1.65
MNXR143324						
MNXR143325						
MNXR143326						
MNXR143327						
MNXR143328						
MNXR143329						
MNXR143330						3.2.1.26
MNXR143331						
MNXR143332						
MNXR143333						
MNXR143334						
MNXR143335						
MNXR143336						
MNXR143337						
MNXR143338						
MNXR143339						
MNXR143340						
MNXR143341						
MNXR143342						
MNXR143343						
MNXR143344						
MNXR143345						
MNXR143346						
MNXR143347						
MNXR143348						
MNXR143349						
MNXR143350						
MNXR143351						3.3.2.7
MNXR143352						
MNXR143353						
MNXR143354						
MNXR143355						
MNXR143356						
MNXR143357						
MNXR143358						
MNXR143359						
MNXR143360						
MNXR143361						
MNXR143362						
MNXR143363						
MNXR143364						
MNXR143365						
MNXR143366						
MNXR143367						
MNXR143368						
MNXR143369						
MNXR143370						
MNXR143371						
MNXR143372						
MNXR143373						
MNXR143374						
MNXR143375						
MNXR143376						
MNXR143377						
MNXR143378						
MNXR143379						
MNXR143380						
MNXR143381						
MNXR143382						
MNXR143383						
MNXR143384						
MNXR143385						
MNXR143386						
MNXR143387						
MNXR143388						
MNXR143389						
MNXR143390						
MNXR143391						
MNXR143392						
MNXR143393						
MNXR143394						
MNXR143395						
MNXR143396						
MNXR143397						
MNXR143398						2.4.1.14
MNXR143399						3.13.1.1
MNXR143400						
MNXR143401						
MNXR143402						
MNXR143403						
MNXR143404						
MNXR143405						
MNXR143406						
MNXR143407						
MNXR143408						
MNXR143409						
MNXR143410						
MNXR143411						3.4.17.11
MNXR143412						6.3.2.17
MNXR143413						
MNXR143414						
MNXR143415						2.4.1.15
MNXR143416						
MNXR143417						
MNXR143418						
MNXR143419						
MNXR143420						
MNXR143421						
MNXR143422						
MNXR143423						2.4.1.117
MNXR143424						
MNXR143425						
MNXR143426						
MNXR143427						
MNXR143428						5.1.3.2
MNXR143429						
MNXR143430						3.6.1.45;3.6.1.8;3.6.1.9
MNXR143431						
MNXR143432						
MNXR143433						2.4.1.15
MNXR143434						
MNXR143435						2.4.1.80
MNXR143436						2.7.7.12
MNXR143437						
MNXR143438						
MNXR143439						
MNXR143440						
MNXR143441						
MNXR143442						
MNXR143443						
MNXR143444						
MNXR143445						
MNXR143446						
MNXR143447						
MNXR143448						
MNXR143449						
MNXR143450						
MNXR143451						
MNXR143452						
MNXR143453						
MNXR143454						
MNXR143455						
MNXR143456						1.14.99.39
MNXR143457						2.4.1.11;2.4.1.242
MNXR143458						4.2.1.76
MNXR143459						2.4.1.14
MNXR143460						2.4.1.13;2.4.1.14
MNXR143461						1.1.2.2
MNXR143462						2.4.1.117
MNXR143463						6.3.4.7
MNXR143464						2.4.1.35
MNXR143465						1.1.1.222;1.1.1.237;1.1.1.28
MNXR143466						1.4.5.1
MNXR143467						2.6.1.21
MNXR143468						1.5.1;1.5.1.34
MNXR143469						1.5.1.3;1.5.1.34
MNXR143470						1.14.16.1
MNXR143471						1.14.16.4
MNXR143472						1.14.16.2
MNXR143473						1.14.16.3
MNXR143474						1.1.2.2
MNXR143475						2.4.1.-;2.4.1.58;2.4.1.73
MNXR143476						2.4.1.73
MNXR143477						2.4.1.173
MNXR143478						2.4.1.91
MNXR143479						1.10.2.2
MNXR143480						1.6.5.3;1.6.5.8;1.6.5.9
MNXR143481						1.7.99.4
MNXR143482						1.6.5.3
MNXR143483						3.2.2.10
MNXR143484						2.1.1.258
MNXR143485						3.1.1.11
MNXR143486						2.4.1.120;2.4.1.126
MNXR143487						2.4.1.71
MNXR143488						2.4.1.315;2.4.1.336
MNXR143489						3.2.1.-;5.1.3.14
MNXR143490						2.4.1.53
MNXR143491						1.17.3.1
MNXR143492						2.4.1.12
MNXR143493						2.4.1.185
MNXR143494						2.4.1.170
MNXR143495						2.4.1.126
MNXR143496						1.6.5.2
MNXR143497						1.12.5.1
MNXR143498						
MNXR143499						2.4.1.34
MNXR143500						1.2.5.1
MNXR143501						2.4.1.78
MNXR143502						1.1.1.158;1.3.1.98
MNXR143503						2.4.1.195
MNXR143504						1.1.1.-
MNXR143505						2.4.1.91
MNXR143506						6.3.2.11
MNXR143507						1.1.1.104
MNXR143508						1.1.1.104
MNXR143509						3.1.3.45
MNXR143510						2.3.1.140
MNXR143511						2.4.1.35
MNXR143512						2.4.1.81
MNXR143513						2.4.1.111
MNXR143514						2.4.1.63
MNXR143515						2.4.1.186
MNXR143516						1.14.16.6
MNXR143517						2.4.1.115
MNXR143518						1.14.17.3
MNXR143519						2.4.1.183
MNXR143520						2.4.1.111
MNXR143521						2.3.1.142
MNXR143522						2.4.1.52
MNXR143523						1.14.16.5
MNXR143524						2.7.1.206;2.7.1.69
MNXR143525						2.5.1.52
MNXR143526						2.4.1.181
MNXR143527						4.2.1.-
MNXR143528						4.1.1.68
MNXR143529						5.3.2.6;5.3.3.-
MNXR143530						2.7.8.19
MNXR143531						2.4.1.85
MNXR143532						2.4.2.34
MNXR143533						3.1.4.45
MNXR143534						2.4.1.315
MNXR143535						4.1.1.68
MNXR143536						1.5.5.1
MNXR143537						2.4.1.66
MNXR143538						2.4.1.202
MNXR143539						3.5.4.8
MNXR143540						4.2.1.96
MNXR143541						2.4.1.159
MNXR143542						1.14.13.88
MNXR143543						3.5.1.9
MNXR143544						2.6.1.-;2.6.1.27
MNXR143545						2.4.1.178;2.4.1.63;2.4.1.85
MNXR143546						2.1.1.163
MNXR143547						1.14.11.9
MNXR143548						2.4.1.-
MNXR143549						2.4.1.10
MNXR143550						2.4.1.208
MNXR143551						2.4.1.43
MNXR143552						2.1.1.115
MNXR143553						2.1.1.116;2.1.1.121
MNXR143554						3.2.1.65
MNXR143555						1.14.13.-
MNXR143556						1.14.13.-
MNXR143557						
MNXR143558						3.3.2.-
MNXR143559						2.4.1.218
MNXR143560						2.4.1.34
MNXR143561						2.4.1.12
MNXR143562						2.4.1.183
MNXR143563						2.4.1.188
MNXR143564						2.4.1.11
MNXR143565						2.4.1.10
MNXR143566						3.2.1.65
MNXR143567						1.14.11;1.14.11.12
MNXR143568						1.14.11;1.14.11.12
MNXR143569						
MNXR143570						
MNXR143571						2.4.1.115
MNXR143572						2.4.1.115
MNXR143573						2.4.1.115
MNXR143574						2.3.1;2.3.1.215
MNXR143575						2.4.1.298
MNXR143576						2.4.1.298
MNXR143577						1.14.11.22
MNXR143578						
MNXR143579						2.1.1.68
MNXR143580						
MNXR143581						2.2.1.1
MNXR143582						1.1.1.-
MNXR143583						2.4.1.91
MNXR143584						1.1.5.2
MNXR143585						2.4.1.170
MNXR143586						2.3.1.116
MNXR143587						2.4.1.116
MNXR143588						2.4.1.239
MNXR143589						2.4.1.240
MNXR143590						2.4.1.237
MNXR143591						2.4.1.239
MNXR143592						2.4.1.240
MNXR143593						2.4.2.35
MNXR143594						2.4.1.116
MNXR143595						2.2.1.1
MNXR143596						5.3.99.-
MNXR143597						4.2.1.-
MNXR143598						4.2.1.17
MNXR143599						1.3.99.-
MNXR143600						1.14.16.1
MNXR143601						1.14.16.2
MNXR143602						1.14.16.4
MNXR143603						2.4.1.203;2.4.1.215
MNXR143604						2.4.1.238
MNXR143605						2.4.1.170
MNXR143606						2.4.1.185
MNXR143607						2.4.1.237
MNXR143608						5.3.3.1
MNXR143609						1.14.13;1.14.13.-
MNXR143610						1.14.-.-
MNXR143611						1.14.-.-
MNXR143612						1.14.-.-
MNXR143613						2.4.1.263
MNXR143614						1.3.2.3
MNXR143615						1.14.99.-
MNXR143616						1.14.99.-
MNXR143617						
MNXR143618						1.14.13.86
MNXR143619						2.4.1.170
MNXR143620						2.4.1.170
MNXR143621						2.1.1.212;2.1.1.46
MNXR143622						2.4.1.170
MNXR143623						1.1.1;1.23.1.-
MNXR143624						2.4.1.170
MNXR143625						2.4.1.170
MNXR143626						2.4.1;2.4.1.298
MNXR143627						2.4.1;2.4.1.-
MNXR143628						2.4.1;2.4.1.297
MNXR143629						2.4.1;2.4.1.297
MNXR143630						2.4.1;2.4.1.297
MNXR143631						2.4.1.-
MNXR143632						2.4.1.298
MNXR143633						2.4.1.238;2.4.1.249
MNXR143634						2.4.1.238
MNXR143635						
MNXR143636						1.17.5.-;1.17.5.2
MNXR143637						2.4.1.286
MNXR143638						2.4.1.286
MNXR143639						2.4.1.-
MNXR143640						2.4.1.185
MNXR143641						2.4.1.236
MNXR143642						2.4.1;2.4.1.-;2.4.1.118
MNXR143643						2.4.1;2.4.1.-
MNXR143644						2.4.1
MNXR143645						2.4.1.195
MNXR143646						
MNXR143647						2.7.1.-;2.7.1.69
MNXR143648						2.4.1.118
MNXR143649						2.5.1.20
MNXR143650						2.4.1.126
MNXR143651						2.4.1.126
MNXR143652						
MNXR143653						1.1.5.3
MNXR143654						2.4.1.195
MNXR143655						2.4.1.195
MNXR143656						2.4.1.195
MNXR143657						1.1.1.-
MNXR143658						
MNXR143659						2.1.1.64
MNXR143660						2.4.1;2.4.1.-
MNXR143661						2.4.1;2.4.1.-
MNXR143662						2.4.1;2.4.1.-
MNXR143663						2.4.1;2.4.1.-
MNXR143664						2.4.1;2.4.1.-
MNXR143665						2.4.1.120;2.4.1.126
MNXR143666						2.4.1.210
MNXR143667						5.4.99.30;5.4.99.9
MNXR143668						2.4.1.-
MNXR143669						2.4.1.-
MNXR143670						2.8.1.12
MNXR143671						1.7.5.2
MNXR143672						1.1.5.5
MNXR143673						1.3.5.3
MNXR143674						1.10.3.12
MNXR143675						1.8.5.3
MNXR143676						1.10.3.11
MNXR143677						2.7.8.31
MNXR143678						4.2.1.114
MNXR143679						2.4.1.271
MNXR143680						2.4.1.271
MNXR143681						2.4.1.271
MNXR143682						1.14.-.-
MNXR143683						5.1.3.24
MNXR143684						2.4.1.-
MNXR143685						2.4.1.-
MNXR143686						2.4.1.-
MNXR143687						2.4.1.-
MNXR143688						1.17.4.4
MNXR143689						2.4.1.63
MNXR143690						2.4.1.249
MNXR143691						1.14.11.34
MNXR143692						2.4.1.284
MNXR143693						1.8.5.5
MNXR143694						2.4.1.298
MNXR143695						2.4.1.297
MNXR143696						2.4.1.296
MNXR143697						2.4.1.295
MNXR143698						2.4.1.295
MNXR143699						2.4.1.295
MNXR143700						2.4.1.295
MNXR143701						2.4.1.305
MNXR143702						2.6.1.-
MNXR143703						2.3.3.-
MNXR143704						1.3.1.105
MNXR143705						1.3.1.105
MNXR143706						2.4.1.310
MNXR143707						2.4.1.314
MNXR143708						2.4.1
MNXR143709						2.4.1
MNXR143710						1.14.-.-
MNXR143711						1.14.16.7
MNXR143712						3.2.1.64
MNXR143713						2.4.1.315
MNXR143714						3.2.1.163
MNXR143715						2.4.1.319
MNXR143716						2.4.1.323
MNXR143717						2.4.1.324
MNXR143718						2.4.1.337
MNXR143719						3.1.4.57
MNXR143720						2.4.1.330
MNXR143721						2.4.1.330
MNXR143722						2.4.1.330
MNXR143723						2.7.7.-
MNXR143724						
MNXR143725						2.6.1
MNXR143726						2.4.1.338
MNXR143727						2.4.1.301
MNXR143728						2.4.1.301
MNXR143729						2.4.1.245
MNXR143730						3.2.1.65
MNXR143731						1.10.3.14
MNXR143732						4.2.3.154
MNXR143733						1.10.3.10
MNXR143734						1.1.1.53
MNXR143735						1.12.5.1
MNXR143736						2.4.1.34
MNXR143737						2.4.1.115
MNXR143738						2.4.1.129
MNXR143739						2.4.1.143
MNXR143740						2.4.1.144;2.4.1.145
MNXR143741						2.4.1.178
MNXR143742						2.4.1.181
MNXR143743						2.4.1.214
MNXR143744						2.4.1.237
MNXR143745						2.4.1.239
MNXR143746						2.4.1.26
MNXR143747						2.4.1.27
MNXR143748						2.4.1.28
MNXR143749						2.4.1.68
MNXR143750						2.4.1.78
MNXR143751						2.4.2.38
MNXR143752						2.7.8.19
MNXR143753						3.2.1.152
MNXR143754						3.2.1.154
MNXR143755						3.2.1.64
MNXR143756						3.2.1.65
MNXR143757						3.2.1.73
MNXR143758						3.2.2.10
MNXR143759						3.4.13.7
MNXR143760						4.1.1.68
MNXR143761						4.2.2.10
MNXR143762						4.2.2.16
MNXR143763						5.3.99.6
MNXR143764						2.4.1.183
MNXR143765						2.4.1.71
MNXR143766						2.4.1.12;2.4.1.168
MNXR143767						2.4.1.80
MNXR143768						1.8.5.3
MNXR143769						2.4.1.91
MNXR143770						1.1.5.6
MNXR143771						2.4.1.176
MNXR143772						2.4.1.158
MNXR143773						2.4.1.186
MNXR143774						4.2.1.163
MNXR143775						2.5.1.55
MNXR143776						2.4.1.10
MNXR143777						1.1.2.2
MNXR143778						3.1.1.11
MNXR143779						2.4.1.35
MNXR143780						2.4.1.66
MNXR143781						1.17.3.1
MNXR143782						1.1.1
MNXR143783						1.3.5.4
MNXR143784						
MNXR143785						2.4.1.276
MNXR143786						2.4.1.276
MNXR143787						2.4.1
MNXR143788						
MNXR143789						2.4.1
MNXR143790						
MNXR143791						2.8.2.M2
MNXR143792						2.1.1
MNXR143793						2.7.4.24
MNXR143794						3.6.1.52
MNXR143795						
MNXR143796						
MNXR143797						
MNXR143798						2.4.2.47
MNXR143799						
MNXR143800						
MNXR143801						6.3.2
MNXR143802						1.14.13
MNXR143803						3.2.1.147
MNXR143804						
MNXR143805						2.4.1.129
MNXR143806						3.4.16
MNXR143807						2.4.1.129
MNXR143808						2.7.1.168
MNXR143809						
MNXR143810						
MNXR143811						
MNXR143812						2.4.1
MNXR143813						2.4.1
MNXR143814						2.4.1
MNXR143815						2.4.1
MNXR143816						2.4.1
MNXR143817						2.4.1
MNXR143818						2.7.8.31
MNXR143819						2.4.1
MNXR143820						
MNXR143821						
MNXR143822						2.4.1
MNXR143823						2.3.1
MNXR143824						2.3.1
MNXR143825						3.1.1
MNXR143826						2.4.1.173
